phone title,price,old price
Htc One M9 5.0 Inch 3GB RAM 32GB ROM Android Smart Phones-Silver,"KSh 10,500","KSh 18,000"
Htc One M8 5.0 Inch 2GB RAM 32GB ROM Android Smart Phones-Gray,"KSh 9,500","KSh 16,000"
Htc One X9 5.5”3+32GB Dual SIM Cards LTE 4G Mobile Phone-Gray,"KSh 11,990","KSh 18,000"
Htc Desire 626 5.0 Inch Single Sim Card 2+16GB Android Smart Phones-White,"KSh 9,500","KSh 14,000"
Htc One M8 5.0 Inch 2GB RAM 32GB ROM Android Smart Phones-Blue,"KSh 9,500","KSh 16,000"
Htc One M9 32GB ROM 3GB RAM 4G LTE Mobile Phone - Silver,"KSh 7,900 - KSh 10,500","KSh 14,900 - KSh 17,900"
Htc One X9 5.5”3+32GB Dual SIM Cards LTE 4G Mobile Phone-Silver,"KSh 11,990","KSh 18,000"
Htc Desire 820 16GB ROM 2GB RAM 4G LTE Mobile Phone - Black,"KSh 7,600 - KSh 8,600","KSh 14,500 - KSh 15,500"
Htc One M8 5.0 Inch 2GB RAM 16GB ROM Android Smart Phones-Silver,"KSh 8,800","KSh 14,000"
Htc One M8 5.0 Inch 2GB RAM 32GB ROM Android Smart Phones-Gold,"KSh 9,500","KSh 16,000"
Htc One M8 5.0 Inch 2GB RAM 16GB ROM Android Smart Phones-Gray,"KSh 8,800","KSh 14,000"
"Htc Desire 820 Dual Sim Mobile Phone 5.5"" RAM 2GB ROM 16GB-Black","KSh 10,500","KSh 15,000"
Htc One M8 16GB/32GB ROM 2GB RAM 4G LTE Mobile Phone - Gold,"KSh 9,500","KSh 15,900"
Htc One M8 5.0 Inch 2GB RAM 16GB ROM Android Smart Phones-Gold,"KSh 8,800","KSh 14,000"
Htc M10 5.2 Inch 32GB ROM 4GB RAM 12.0MP LTE 4G Mobile Phone - Gold,"KSh 11,900","KSh 15,900"
Htc Desire 10 Pro 4GB 64GB DualSIM 5.5Inches Rear Camera 20MP 4G Cellphone -White,"KSh 11,900","KSh 15,900"
"Htc  U11 5.5"" 4GB RAM 64GB 4G LTE Fingerprint Android Phone - Black","KSh 19,999","KSh 22,999"
Htc One X9 5.5”3+32GB Dual SIM Cards LTE 4G Mobile Phone-Pink,"KSh 11,990","KSh 18,000"
"Htc One M7 2GB RAM 32GB ROM 4.7"" 2300mAh 4G Smartphones - Blue","KSh 6,800","KSh 10,500"
"Htc U11 life 5.2"" 3GB+32GB Octa Core Android Single SIM 1920X1080 16.0MP 4G LTE Mobile Phone(Blue)","KSh 12,100","KSh 21,900"
"Htc One M7 2GB RAM 32GB ROM 4.7"" 2300mAh 4G Smartphones - Red","KSh 6,800","KSh 10,900"
"Htc One X9 5.5"" 3GB+32GB Dual SIM 13.0MP Octa Core 4G LTE Android Mobile Phone - Silver","KSh 11,100","KSh 13,900"
Htc One M8 16GB/32GB ROM 2GB RAM 4G LTE Mobile Phone - Red,"KSh 9,500","KSh 15,900"
Htc Desire 610 8GB ROM 1GB RAM 4G LTE Mobile Phone - Blue,"KSh 6,800 - KSh 7,800","KSh 7,660 - KSh 8,710"
Htc One M7 2GB RAM 32GB ROM 2300mAh 4G Smartphones - Black,"KSh 6,800","KSh 11,500"
Htc One M7 2GB RAM 32GB ROM 2300mAh 4G Smartphones - Silver,"KSh 6,800","KSh 11,500"
Htc Desire 820 16GB ROM 2GB RAM 4G LTE Mobile Phone - White,"KSh 7,600 - KSh 8,600","KSh 14,900 - KSh 15,900"
"Htc Desire 728 Dual SIM 5.5"" 2GB+16GB Octa Core 4G LTE Mobile Phones - White","KSh 8,600","KSh 9,900"
"Htc Desire 820 5.5"" 4G LTE 2gb Ram 16gb Rom 13mp Touchscreen Android Cellphone-White","KSh 9,400","KSh 14,900"
"Htc ONE M9 Mobile Phones 32GB 3GB 5.0"" 20MP Lte Smartphones -Gold","KSh 10,500","KSh 15,500"
"Htc 10 EVO Octa Core 5.5"" 3GB+32GB 16.0MP Camera Fingerprint Android Mobile Phone - Gold","KSh 12,500","KSh 13,900"
Htc One M9 32GB ROM 3GB RAM 4G LTE Mobile Phone - Grey,"KSh 10,500","KSh 15,000"
"Htc U11 life 5.2"" 3GB+32GB Octa Core Android Single SIM 1920X1080 16.0MP 4G LTE Mobile Phone(Black)","KSh 12,100","KSh 21,900"
"Htc Desire 728 Dual SIM 5.5"" 2GB+16GB Octa Core 4G LTE Mobile Phones - Black","KSh 8,600","KSh 9,900"
"Htc ONE M9 Mobile Phones 32GB 3GB 5.0"" 20MP Lte Smartphones -Black","KSh 10,500","KSh 15,500"
"Htc 10 EVO Octa Core 5.5"" 3GB+32GB 16.0MP Camera Fingerprint Android Mobile Phone - Black","KSh 12,500","KSh 13,900"
Htc Desire 610 8GB ROM 1GB RAM 4G LTE Mobile Phone - Black,"KSh 6,800 - KSh 7,800","KSh 7,660 - KSh 8,710"
Htc M10 5.2 inch 4GB + 32GB 12MP 4G Smartphone (Gift) – Silver,"KSh 31,999",
"Sony Xperia Z5 E6683 Dual SIM 5.2"" 4G LTE Android Octa Core 3GB 32GB 23.0MP Used Mobile Phone(Gold)","KSh 15,900","KSh 23,834"
"Sony Xperia Z5 E6683 Dual SIM 5.2"" 4G LTE Android Octa Core 3GB 32GB 23.0MP Used Mobile Phone(Green)","KSh 15,900","KSh 23,834"
"Sony Xperia XZ F8331 4G LTE 3GB+32GB Quad Core 5.2"" 23.0MP Fingerprint Used Mobile Phone (Black)","KSh 14,200","KSh 27,900"
"Sony Xperia Z2 D6503 4G LTE 3GB+16GB Android 5.2"" 20MP Uesd Mobile Phone(White)","KSh 9,400","KSh 12,900"
"Sony Xperia XZ F8331 4G LTE 3GB+32GB Quad Core 5.2"" 23.0MP Fingerprint Used Mobile Phone (White)","KSh 14,200","KSh 27,900"
"Sony Xperia XZ Premium Mobile Phone 5.5"" 4G+64G 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Pink)","KSh 34,400","KSh 53,434"
Sony Xperia Z5 E6653 Smartphone(White),"KSh 14,950","KSh 18,990"
Sony Xperia Z5 E6653 Single SIM Mobile Phone 3GB 32GB Octa Core 5.2 Inch 23MP Camera Smartphone(Black),"KSh 12,500","KSh 19,834"
"Sony Xperia XZ Premium Mobile Phone 5.5"" 4G+64G 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Silver)","KSh 34,400","KSh 53,434"
Sony Xperia Z5 E6653 Single SIM Mobile Phone 3GB 32GB Octa Core 5.2 Inch 23MP Camera Smartphone(Black),"KSh 12,500","KSh 19,834"
"Sony Xperia Z5 Compact E5823 2GB+32GB Android Quad-Core 4.6"" 23.0MP GSM Used Mobile Phone(Yellow)","KSh 13,500","KSh 20,900"
"Sony Xperia XZ 5.2"" 3GB RAM 32GB 23MP LTE Fingerprint -Black","KSh 13,900","KSh 17,500"
"Sony Xperia Z1 L39H C6903 4G Android Quad-Core 2GB 16GB 5.0"" 20MP Uesd Mobile Phone(White)","KSh 8,900","KSh 19,900"
Sony Xperia Z3 Mini D5803 Mobile Phone(White),"KSh 10,329","KSh 12,990"
"Sony Xperia XZ Premium Mobile Phone 5.5"" 4G+64G 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Pink)","KSh 34,400","KSh 53,434"
Sony Xperia Z5 E6653 Mobile Phone(Gold),"KSh 14,950","KSh 18,990"
"Sony Xperia XZ F8331 3GB RAM 32GB ROM GSM 4G LTE Android Quad Core 5.2"" IPS 23MP WIFI Fingerprint GPS Phone(Black)","KSh 14,200","KSh 23,350"
Sony Xperia XA F3111 Mobile Phone(Black),"KSh 9,990","KSh 12,990"
"Sony Xperia XZ 5.2"" 3GB RAM 32GB 23MP LTE Fingerprint -Pink","KSh 13,900","KSh 17,500"
"Sony Xperia XZ F8331 4G LTE 3GB+32GB Quad Core 5.2"" 23.0MP Fingerprint Used Mobile Phone (Blue)","KSh 14,200","KSh 27,900"
"Sony Z5 Premium E6853 5.5"" Single SIM 3GB+32GB Octa Core 23.0MP 4G Smartphone(Black)","KSh 15,200","KSh 29,900"
Sony Xperia Z5 E6653 Single SIM Mobile Phone 3GB 32GB Octa Core 5.2 Inch 23MP Camera Smartphone(Gold),"KSh 12,500","KSh 19,834"
"Sony Z5 Premium E6883 5.5"" Dual SIM 3GB+32GB Octa Core 23.0MP 4G Smartphone(Black)","KSh 19,200","KSh 30,467"
Sony Xperia Z5 E6653 Phone RAM 3GB ROM 32GB Octa Core 5.2 Inch 23MP Camera Smartphone(Gold),"KSh 12,500","KSh 19,534"
"Sony Xperia Z5 Compact E5823 2GB+32GB Android Quad-Core 4.6"" 23.0MP GSM Used Mobile Phone(Pink)","KSh 13,500","KSh 20,900"
"Sony Xperia XZ Premium Mobile Phone 5.5"" 4G+64G 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Black)","KSh 34,400","KSh 53,434"
Sony Xperia X F5121 Smartphone(Black),"KSh 12,929","KSh 14,990"
"Sony Xperia XZ F8331 3GB RAM 32GB ROM GSM 4G LTE Android Quad Core 5.2"" IPS 23MP WIFI Fingerprint GPS Phone(Black)","KSh 14,200","KSh 22,184"
"Sony Xperia XZ F8331 3GB RAM 32GB ROM GSM 4G LTE Android Quad Core 5.2"" IPS 23MP WIFI Fingerprint GPS Phone(Silver)","KSh 14,200","KSh 22,184"
"Sony Xperia Z1 L39H C6903 4G Android Quad-Core 2GB 16GB 5.0"" 20MP Uesd Mobile Phone(Purple)","KSh 8,900","KSh 19,900"
"Sony Z5 Premium E6853 5.5"" Single SIM 3GB+32GB Octa Core 23.0MP 4G Smartphone(Black)","KSh 15,200","KSh 27,200"
"Sony Xperia XZ F8331 4G LTE 3GB+32GB Quad Core 5.2"" 23.0MP Fingerprint Used Mobile Phone (Pink)","KSh 14,200","KSh 27,900"
Sony Xperia Z5 E6653 Mobile Phone(Green),"KSh 14,950","KSh 18,990"
"Sony Z5 Premium E6853 5.5"" Single SIM 3GB+32GB Octa Core 23.0MP 4G Smartphone(Gold)","KSh 15,200","KSh 29,900"
"Sony Xperia XZ Premium Mobile Phone 5.5"" 4G+64G 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Red)","KSh 34,400","KSh 53,434"
"Sony Xperia Z2 D6503 4G LTE 3GB+16GB Android 5.2"" 20MP Uesd Mobile Phone(Purple)","KSh 9,400","KSh 12,900"
"Sony Xperia XZ F8331 3GB RAM 32GB ROM GSM 4G LTE Android Quad Core 5.2"" IPS 23MP WIFI Fingerprint GPS Phone(Pink)","KSh 14,200","KSh 22,184"
"Sony Z5 Premium E6883 5.5"" Dual SIM 3GB+32GB Octa Core 23.0MP 4G Smartphone(Gold)","KSh 19,200","KSh 30,467"
"Sony Xperia XZ F8331 4G LTE 3GB+32GB Quad Core 5.2"" 23.0MP Fingerprint Used Mobile Phone (Pink)","KSh 14,200","KSh 27,900"
"Sony Xperia Z1 L39H C6903 4G Android Quad-Core 2GB 16GB 5.0"" 20MP Uesd Mobile Phone(Black)","KSh 8,900","KSh 19,900"
Oppo Realme 3 Pro 4G Phablet 6.3 inch 6GB RAM 128GB ROM-VIOLET,"KSh 28,480","KSh 37,024"
"Oppo A31Pro 2020, 6.5"" ,4GB RAM + 128GB ROM, (DUAL SIM) , BLACK","KSh 22,000",
Oppo A92-BLACK,"KSh 30,990",
"Oppo A1K, 6.1"", 32GB+2GB (Dual SIM), Red","KSh 12,479","KSh 15,999"
"Oppo 6.5"", 128GB + 8GB RAM (Dual SIM), 5000mAh, Twilight Black.","KSh 29,500",
"Oppo A1K, 6.1"", 32GB+2GB (Dual SIM), Black + FREE 3D Glass & Back cover","KSh 11,900","KSh 15,000"
"Oppo A1K, 6.1"", 32GB + 2GB ARM, (Dual SIM), 4000mAh - Black","KSh 13,499",
"Oppo A1K, 6.1"", 32GB+2GB (Dual SIM), Black + FREE 3D Glass,Fancy Back cover & Selfie stick","KSh 11,999","KSh 17,000"
"Oppo A1K, 6.1"", 32GB+2GB (Dual SIM), Black + FREE 3D Glass & Fancy Back cover","KSh 11,900","KSh 15,000"
"Oppo A1k, 6.1"", 32 GB + 2 GB, 4000 MAh (Dual SIM) _Black","KSh 10,959","KSh 17,000"
"Oppo F11, 6GB RAM, 64GB, Dual SIM, Purple","KSh 32,999",
"Oppo F11 ,6GB RAM,64GB,Dual SIM ,Marble Green","KSh 45,000",
"Oppo A3s - 6.2"" - 2GB Ram - 16GB Rom - 13+2MP Camera - 4230mAh - Dual SIM 4G - Red.","KSh 20,999",
"Oppo A3s 6.2""-3GB RAM-32GB ROM-13+2MP Camera-4230mAh-DualSim-Red","KSh 22,990",
"Oppo A3s, 6.20"",  2GB +16GB (Dual SIM)  - Red","KSh 12,490","KSh 20,000"
"Oppo A1K, 32GB + 2GB (Dual SIM), Black","KSh 15,990",
"Oppo A1K, 32 GB + 2 GB (Dual SIM), Red","KSh 15,990",
"Oppo F9 - 6.3"" - 64GB - 4GB RAM - 25MP - Dual SIM 4G -Purple","KSh 30,999",
"Oppo A83 - 5.7"" - 32GB - 3GB - 13MP Camera - Dual SIM - 4G, BLACK","KSh 23,499",
"Oppo A3s - 6.2"" - 3GB Ram - 32GB Rom - 13+2MP Camera - 4230mAh - Dual SIM 4G - Purple","KSh 22,990",
Huawei P8 4G LTE Smartphone 5.2inch 3GB RAM 16GB ROM - Gold,"KSh 10,999","KSh 19,899"
"Huawei Y6s, 6.09'', 3GB+64GB, 13MP Camer, Black ( Dual SIM) 4G","KSh 12,911","KSh 15,599"
"Huawei Y5 2019, 32GB + 2GB (Dual SIM), Black","KSh 10,740","KSh 20,000"
"Huawei Y9s, 6.59"", 6GB + 128GB (Dual SIM), Black","KSh 24,890","KSh 40,000"
"Huawei Y6p, 6.3"", 64 GB + 3 GB(Dual Sim), 5000 MAh Emerald Green","KSh 15,000","KSh 16,000"
"Huawei Y6s,6.09"",3GB+64GB,3020 MAh,4G,Black + Protector & COVER","KSh 12,790","KSh 19,000"
"Huawei Nova 7i, 6.4"", 128GB + 8GB, 4200 MAh, 48MP, -Midnight Black + FREE GIFT BUNDLE","KSh 28,499","KSh 35,000"
"Huawei Y6p, 6.3"", 64 GB + 3 GB(Dual Sim), 5000 MAh, Emarald Green","KSh 14,750","KSh 17,500"
"Huawei Y6s, 6.09'', 3GB+64GB, 13MP Camera, (Dual Sim ) Blue","KSh 12,899","KSh 15,300"
Huawei Y7,"KSh 15,499","KSh 15,600"
"Huawei Y7p, 6.39"", 64GB ROM+ 4GB RAM, (Dual SIM), 4000mAh, Black + FREE GIFTS","KSh 17,499","KSh 20,000"
"Huawei Y9 Prime - 128GB+4GB (Dual SIM), 4000mAh Android Pie-Blue ","KSh 28,500","KSh 34,000"
"Huawei Y6s, 6.09"" - 3GB/64GB, 3020 MAh, 4G, Dual Sim - Starry Black + FREE OTG","KSh 12,799","KSh 15,000"
"Huawei Y6 Prime 2019,6.09'', 32GB, 13MP, Android 9.0, Sapphire Blue","KSh 14,379","KSh 17,000"
"Huawei Y9 Prime- 6.5"" - 64GB - 4GB RAM - 16MP+2MP(Dual SIM) - Blue","KSh 30,500","KSh 35,000"
"Huawei Y5 2019, 32GB+2GB, Dual sim Blue ","KSh 10,999","KSh 13,000"
"Huawei Y5 Prime 2018, 5.45"", 16GB, 2GB RAM, 13MP Camera, (Dual SIM) - Gold","KSh 11,599",
"Huawei Y6p, 6.3"", 64 GB +RAM 3 GB, 5000 MAh COLOR EMERALD GREEN+Free Gift","KSh 17,200","KSh 18,000"
"Huawei P30 Lite - 128GB + 4GB - 6.15"", 4G Dual SIM, Black","KSh 28,665",
"Huawei Y6p, 6.3"", 64 GB + 3 GB, Battery 5000 MAh- Purple","KSh 16,500","KSh 16,790"
"Huawei Y7p -  6.39"", 64 GB + 4 GB, (Dual SIM) - Midnight Black.","KSh 17,080","KSh 20,000"
"Huawei P9 4G LTE 5.2"" Mobile Phone 4GB RAM 64GB ROM Fingerprint","KSh 16,699","KSh 23,799"
"Huawei Y7p - 6.39"", 64GB,4GB RAM,4G,Dual SIM - Black+FREE OTG+RING.","KSh 17,498","KSh 24,499"
"Huawei P9 3GB RAM 32GB ROM 5.2""FHD Fingerprint Mobile Phone Gold","KSh 13,999","KSh 36,999"
"Huawei Y5 2019, 32GB + 2GB (Dual SIM), Modern Black","KSh 11,390","KSh 20,000"
"Huawei Y9a ,6.63"", 128GB+8GB ,(Dual SIM) ,4200 MAh - Space Silver + Free Gifts","KSh 30,999","KSh 35,000"
"Huawei Y5 2019, 32GB + 2GB (Dual SIM), Modern Black","KSh 15,999",
Huawei Y9s Ultra Full-view Display 48 MP Triple AI Camera* 6 GB + 128 GB 6.59″,"KSh 30,000","KSh 40,000"
Huawei Enjoy 8e lite 2GB 32GB 5.45inch Android 8.0 MT6739 Quad Core 13MP 3020mAh- Black,"KSh 9,230","KSh 11,999"
Huawei Mate 9 4GB 64GB 5.9'' Dual-SIM Fingerprint Cell Phone 20.0MP - Gold,"KSh 26,900","KSh 36,900"
"Huawei Y6p,6.3"",64GB+3GB,4G,13mp Rear Camera  Dual Sim-5000MAh-Midnight Black","KSh 14,800","KSh 17,899"
"Huawei Y9A - 6.63"", 128GB+8GB (Dual SIM),64MP+FREE 5D SCREEN PROTECTOR -Sakura Pink","KSh 30,999","KSh 60,000"
"Huawei Nova 7i,(Dual Sim),6.4"",128GB +8GB, 48MP, 4200mAh-Pink","KSh 29,299","KSh 55,000"
"Huawei Y7p -  6.39"", 64GB,4GB RAM,Dual SIM - Midnight Black+5D SCREEN PROTECTOR.","KSh 17,999","KSh 32,000"
"Huawei Nova 5T, 6.26”, 8GB+128GB ROM, 48 MP Five AI Cameras, Dual SIM - Blue","KSh 34,000","KSh 40,000"
"Huawei Y7p - 6.39"", 64GB,4GB RAM,(Dual SIM) - Midnight Black","KSh 17,358","KSh 19,000"
"Huawei Y6s, 6.09"" - 3GB/64GB, 3020 MAh, 4G, Dual Sim - Orchid Blue + FREE OTG Cable","KSh 12,799","KSh 15,000"
"Huawei Y7 Prime (2019) - 6.26"" - 8MP+16MP - 32GB ROM + 3GB RAM ,Android 8,Dual SIM,4G LTE..","KSh 19,419","KSh 22,999"
"Huawei Y6p,64GB + 3GB,6.3 Inch,13MP Camera, 5000 MAh,Dual SIM _ Phantom Purple","KSh 14,999","KSh 16,999"
"Huawei Y6P, 6.3"", 64 GB + 3 GB RAM, 5000 MAh - Emerald Green","KSh 14,799",
"Ulefone Note 7, 6.1"", 1GB + 16GB, 3500mAh, (Dual SIM) - Black","KSh 5,999","KSh 6,499"
"Ulefone Note 7 Pro, 6.1"" HD, 3GB +32GB (Dual SIM) - Black","KSh 7,999","KSh 11,499"
"Tecno Spark 4, 6.52"", 32GB + 2GB (Dual SIM), 4G, Vacation Blue","KSh 9,999","KSh 11,999"
"Ulefone Note 7, 6.1 Inches, 1GB + 16GB (Dual SIM) - Twilight","KSh 5,999","KSh 6,499"
"Samsung Galaxy A11, 6.4"", 32GB + 2GB RAM (Dual SIM), 4000mAh, Black","KSh 12,399","KSh 15,999"
"Infinix Smart 5, 6.6"", 32GB + 2GB RAM (Dual SIM), 3G, 5000MAh, Ocean Wave","KSh 9,599","KSh 9,999"
"Tecno Pop 4, 6.0"", 2GB+32GB, 3G (Dual SIM) 5000MAh-Green","KSh 8,900","KSh 12,000"
Itel It 2160 - Dual SIM - Dark Blue,KSh 950,KSh 999
"Infinix Smart 4 (X653), 6.6"", 16GB + 1GB (Dual SIM), 4G, Midnight Black","KSh 7,999","KSh 9,999"
"Samsung Galaxy A21s, 6.5"", 64GB + 4GB RAM (Dual SIM),  4000 MAh, Blue","KSh 17,199","KSh 30,000"
"Tecno Camon 15 Air,6.6"", 64GB+3GB (Dual SIM), 48MP -Blue+Free SELFIESTICK&OTG& GIFTBAG","KSh 15,999","KSh 23,699"
"Ulefone Note 8P, 5.5"", 16GB + 2GB RAM (Dual SIM), 2700mAh, Midnight Green","KSh 6,499","KSh 6,999"
"Tecno  POP 3, 5.7"", 16GB + 1GB, Dual Sim, Black","KSh 7,049","KSh 12,500"
"Safaricom Neon Ray LTE,5""Display 1GBRam + 8GBRom, - Black","KSh 3,700","KSh 6,666"
"Changhong S07 5.0"" 2GB + 16GB  Dual Sim 4G LTE Smartphone- Gold","KSh 4,749","KSh 5,999"
"XIAOMI Redmi 9 6.53"" 4GB+64GB (Dual SIM) 4G LTE - Green","KSh 14,699","KSh 15,699"
"Samsung Galaxy A10S, 6.2"", 32 GB + 2 GB, (Dual SIM) - Black","KSh 12,099","KSh 17,999"
"Ulefone Note 7 Pro, 6.1"", 3 GB + 32 GB, (Dual SIM) -  Green ","KSh 7,999","KSh 8,499"
"Ulefone Note 7 - 6.1""- 1GB+16GB - 8MP+2MP+2MP - DUAL SIM - Green","KSh 5,999","KSh 6,499"
"Ulefone Note 7 Pro, 6.1"", 3 GB + 32 GB, (Dual SIM), Twilight","KSh 7,999","KSh 8,499"
"Samsung Galaxy A21s - 6.5"" - 64GB ROM + 4GB RAM - Dual SIM - Black","KSh 18,020","KSh 28,000"
"Tecno F1, 5.0'', 8 GB + 1 GB, (Dual SIM), - Elegant Black, & FREE Cover + OTG Cable","KSh 5,399","KSh 8,000"
"Tecno Camon 16 S, 6.6"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Misty Grey","KSh 16,790","KSh 30,000"
Generic Note10+ 5-Inch Digital Display Screen Hd Camera Quad-Core Smartphone,"KSh 4,801","KSh 9,602"
"Tecno F1 - 5"" - 8GB+1GB RAM - 2000mAh - Dual SIM - Black","KSh 5,079","KSh 9,999"
"XIAOMI Redmi 9C, 6.53'', 3 GB + 64 GB (Dual SIM) - Orange","KSh 11,799","KSh 13,399"
Tecno Pop 3 -16 GB + 1 GB RAM - Dual Sim- Black - 3500mAh Battery + 5.7''screen,"KSh 6,989","KSh 13,000"
"Tecno Spark 5 Pro, 6.6"", 64GB + 3GB RAM (Dual SIM), 5000 MAh Ice Jadeite","KSh 13,399","KSh 18,999"
"Nokia C2, 5.7"", Android 9 Pie, 1GB + 16GB (Dual SIM) - Charcoal Black","KSh 7,499","KSh 10,000"
"XIAOMI Redmi 9A, 6.53"", 2 GB + 32 GB 5000mAh (Dual SIM) - Green","KSh 9,699","KSh 10,399"
"Tecno Spark 5 Pro, 6.6"", 64GB + 3GB RAM (Dual SIM), 5000 MAh, Ice Jadeite","KSh 13,110","KSh 16,999"
"Vivo Y20, 6.51'', 64 GB + 4 GB (Dual SIM) -Obsidian Black","KSh 13,999","KSh 17,999"
"Tecno Camon 15, 6.6"", 64GB + 4GB (Dual SIM), 48MP ,5000mAH - Purple +OTG &Selfie Stick","KSh 15,999","KSh 20,000"
"Tecno POP 3, 5.7"", 1GB + 16GB, 3500mAh, Dual Sim - Black + FREE Cover &  OTG Cable","KSh 7,099","KSh 10,500"
"Tecno F1 - 5.0"" - 8GB+1GB RAM - 2000mAh - Dual SIM - Elegant Black","KSh 5,099","KSh 5,299"
"Safaricom Neon Ray,  5’',1 GB  + 8 GB, (Single SIM) - Black + FREE Protective Cover","KSh 3,800","KSh 4,999"
Generic Phone Camera HD Lens Universal Clip-on 12X Zoom Cell Phone,KSh 252,KSh 459
"Infinix ISmart 5, 6.6"", 32GB + 2GB RAM (Dual SIM), 3G, 5000MAh, Ocean Wave","KSh 9,750","KSh 12,000"
"Ulefone Note 9P, 6.52"", 4 GB + 64 GB (Dual SIM) - Midnight Green","KSh 10,999","KSh 11,999"
"XIAOMI Redmi 9A 6.53"" 2GB RAM 32GB ROM 13.0MP 5000mAh 4G LTE Smartphone - Grey","KSh 9,699","KSh 9,999"
"XIAOMI Redmi 9C 6.53'' 3GB+64GB-13MP - 5000mAh, Orange + FREE Selfie Stick,Ring & OTG","KSh 13,199","KSh 20,199"
XIAOMI Redmi 5 Plus 5.99-Inch IPS (4GB. 64GB) Android 7.1 Nougat 12MP + 5MP 4G Smartphone - Gold,"KSh 32,000",
"XIAOMI Redmi 9C, 6.53"", 3 GB + 64 GB (Dual SIM), 5000mAh __Blue","KSh 13,999","KSh 15,999"
"XIAOMI Redmi 9A 6.53"" 2GB + 32GB ( Dual Sim) 4G LTE - GREEN..FREE RING$OTG","KSh 9,999","KSh 12,999"
"XIAOMI Redmi Note 9S, 6.67"", 4GB RAM + 64GB (Dual SIM), 5020mAh, Interstellar Grey","KSh 24,899","KSh 30,000"
"XIAOMI Black Shark 3, 5G Gaming Smartphone, 6.67"", 8GB + 128GB, 20M Front Camera_Black","KSh 62,667","KSh 72,380"
"XIAOMI Redmi 9 6.53"", 4GB+64GB, 13+8+5+2MP Camera, Selfie 8MP, 5020mAh, Dual","KSh 15,390","KSh 18,000"
XIAOMI Redmi 8A - 6.22'' - 2GB RAM + 32GB - (Dual SIM) - 5000 MAh - Blue,"KSh 14,490","KSh 22,999"
"XIAOMI Redmi 9A,6.5"",5000mAh,2GB+32GB,13MP-Grey+FREE OTG,Ring,Selfie Stick","KSh 10,999","KSh 12,000"
"XIAOMI Redmi 9A,2GB +32GB,13MP, 5000mAh,6.53"",(Dual SIM) -Gray+FREE 5D SCREEN PROTECTOR","KSh 10,999","KSh 20,000"
"XIAOMI Redmi 9 6.53"" 4GB + 64GB ( Dual Sim) 4G LTE - CARBON GREY +FREE COVER","KSh 16,150","KSh 18,000"
XIAOMI Vertical Wireless Charger 20W Max with Flash  Qi,"KSh 2,067","KSh 4,134"
"XIAOMI Redmi 9A 6.53"" 2GB RAM 32GB ROM, 5000mAh 4G LTE _ Gray","KSh 10,099","KSh 15,999"
"XIAOMI Redmi 9A, 6.53' Inch, 2GB RAM+32GB, 4G, 5000mAh Battery, Dual SIM - Gray","KSh 10,990","KSh 19,999"
"XIAOMI Redmi Note 9S, 6.67"", 6GB RAM 128GB, 48MP, 4G LTE Mobile Phone - Grey","KSh 29,500","KSh 30,000"
XIAOMI Redmi 9 6.53 Inch 4GB 64GB 13.0MP Camera 4G LTE Smartphone - Grey,"KSh 15,499","KSh 17,999"
XIAOMI Mi Xiaomi Mi 9 6.39inch FHD+ Display 6GB 128GB Snapdragon 855,"KSh 63,999","KSh 68,604"
"XIAOMI  Redmi Note 9S, 6.67"", 6GB RAM 128GB, 48MP, 4G LTE - Mobile Phone Grey","KSh 30,500","KSh 32,000"
XIAOMI Redmi 8A - 6.22'' - 2GB RAM + 32GB - (Dual SIM) - 5000 MAh - Black,"KSh 14,490","KSh 22,999"
"XIAOMI Redmi 9  6.53""  4GB + 64GB ( Dual Sim) 4G LTE - CARBON GREY","KSh 15,675","KSh 19,500"
XIAOMI Youpin IMI Micro TF Card Class 10 4K UHD 32GB Micro,KSh 642,"KSh 1,284"
"XIAOMI Mi 9T, 6GB+64GB,4000mAh Battery, 6.39 inch MIUI 10, 4G - Carbon Fiber Black","KSh 46,099","KSh 69,199"
"XIAOMI  Redmi 9A 6.53"" Display 2GB RAM + 32GB ROM( Dual Sim) 4G Lte Mobile Smart Phone","KSh 14,600","KSh 18,000"
XIAOMI Redmi Note 9S 4GB+64GB 5020mAh Battery 6.67 Inch Dot Drop Screen MIUI 10 Smartphone - Grey,"KSh 30,599","KSh 43,713"
"XIAOMI Redmi 9, 6.53"", 4GB RAM + 64GB ROM, 4G LTE, 5020mah -purple","KSh 15,299","KSh 17,999"
"XIAOMI Redmi 9C,6.53"", 64GB+3GB RAM, Dual SIM, 4G+ FULL 5D SCREEN PROTECTOR,Gray","KSh 13,999","KSh 26,000"
"XIAOMI Redmi Note 9 Pro 6.67"" 64MP 6GB+128GB 4G LTE","KSh 27,998","KSh 38,000"
"XIAOMI BLACK SHARK Game Phone 2 48MP Camera 6GB+128GB 6.39"" Full Screen 4G SHARK Key Smartphone - Silver","KSh 67,099","KSh 95,856"
"XIAOMI Redmi Note 8 Pro - 6GB+128GB,6.53"",64MP,Dual SIM - Grey.","KSh 26,999","KSh 50,000"
