phone title,price,old price
"Tecno Camon 16 Pro,6.8'', 6GB +128GB, (Dual SIM) - Ice Crystal Blue","KSh 21,500","KSh 30,990"
"Tecno F1, 5.0"", 8GB +1GB RAM (Dual SIM), 5MP Camera, Black + FREE Watch","KSh 5,400","KSh 7,000"
"Tecno Spark 5 Air,7.0"",13MP,2GB+32GB,5000MAh,VACATION BLUE+Free SelfieStick&PopSocket.","KSh 12,999","KSh 20,000"
"Tecno Spark 5 Air,7"", 32GB + 2GB,(Dual SIM), 5000mAh, Ice Jadeite + Free Headset & OTG","KSh 12,299","KSh 16,999"
"Tecno Spark 4, 32GB + 2GB 4G, 6.52"", Dual SIM, Vacation Blue","KSh 10,999","KSh 20,000"
"Tecno Pop4, 32+2GB,  6.0"" 3G(Dual Sim), 5000MAh  Dawn Blue","KSh 8,840","KSh 10,000"
"Tecno Camon 16 S, 6.6"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Misty Grey","KSh 16,695","KSh 22,000"
"Tecno Camon 15, 6.6"" - 4GB+64GB- 48MP Camera- 4G-5000mAh- Gold+ FREE Headset","KSh 16,499","KSh 24,999"
"Tecno Camon 16 Pro, 6.8'', 6GB + 128GB RAM (Dual SIM), 5000 MAh, Ice Crystal Blue","KSh 20,300","KSh 25,000"
"XIAOMI Redmi 9A, 6.53'' 2+32GB, 4G, 5000mAh Battery,Dual Sim-Gray+ FREE RINGSTERN","KSh 10,399","KSh 15,000"
"XIAOMI Redmi 9A,6.53'' 2+32GB, 4G,5000mAh Battery,Dual Sim-Gray+ FREE SELFIESTICK+RING","KSh 10,449","KSh 15,000"
"XIAOMI Black Shark 3, 5G Gaming Smartphone, 6.67"", 8GB + 128GB, 20M Front Camera_Black","KSh 62,667","KSh 72,380"
"XIAOMI Redmi 9C 6.53"" 2GB RAM 32GB ROM 13.0MP 5000mAh Dual Sim 4G LTE Smartphone -Grey","KSh 11,900","KSh 14,999"
"XIAOMI Redmi Note 9 Pro 6.67"" 64MP 6GB 128GB 5020mAh Dual Sim 4G LTE Smartphone - Grey","KSh 27,499","KSh 29,999"
"XIAOMI Redmi 9C - 6.53"", 64GB+3GB RAM, Dual SIM, 4G+ FREE 5D SCREEN PROTECTOR,Gray","KSh 13,999","KSh 26,000"
"XIAOMI Redmi Note 9 Pro 6.67"" 64MP Quad Camera 6GB 64GB 4G LTE Smartphone - Grey","KSh 24,990","KSh 40,000"
XIAOMI Mi Note 10 - 6.47'' - 6GB 128GB - 108MP - 4G LTE - Dual SIM - Black,"KSh 49,999",
XIAOMI Redmi 9 6.53 Inch 4GB 64GB 13.0MP Camera 4G LTE Smartphone - Sunset Purple,"KSh 15,499","KSh 17,999"
"XIAOMI Redmi Note 9 Pro 6.67"" 64MP 6GB 128GB 4G LTE Smartphone - Tropical Green","KSh 26,999","KSh 32,999"
XIAOMI Redmi Note 9S Smartphone 6.67 Inch 5020mAh Battery 4GB RAM 64GB ROM-WHITE,"KSh 20,950","KSh 27,235"
"XIAOMI Redmi 9C 6.53"" 3GB RAM 64GB ROM 13.0MP 5000mAh Dual Sim 4G LTE -Midnight Grey","KSh 13,500","KSh 16,599"
"XIAOMI Redmi Note 9 6.53"" , 3GB+64GB, -(5020mAh), 48MP - Grey+4 FREE GIFTS","KSh 18,469","KSh 27,000"
"XIAOMI Redmi 9 - 6.53"",4GB + 64GB (Dual SIM),4G LTE +FREE 5D SCREEN PROTECTOR- Grey","KSh 16,399","KSh 19,999"
"XIAOMI Redmi 9C 6.53'' 3GB+64GB -13MP-5000mAh Orange+ FREE Selfie Stick, Gift Bag & OTG","KSh 13,199","KSh 20,199"
"XIAOMI Redmi Note 9 Pro 6.67"", 6GB+64GB, 64+4+5+2MP Camera, Selfie 16MP, Dual","KSh 24,605","KSh 27,500"
"XIAOMI Redmi Note 9 6.53"" , 3GB+64GB, -(5020mAh), 48MP - White+4 FREE GIFTS","KSh 18,469","KSh 27,000"
"XIAOMI Note 9 6.53"" FHD+ 48MP 3GB 64GB 4G LTE Smartphone - Green","KSh 18,599","KSh 29,999"
"XIAOMI Redmi 9A 6.53""Display 2GB RAM+32GB ROM(Dual Sim)4G LTE+Headphones - Granite Gray","KSh 10,777","KSh 14,999"
"XIAOMI Redmi Note 9S 6.67"" 6GB+128GB,48MP, 4G , Dual Sim- Grey+ FREE Headphones & OTG","KSh 24,499","KSh 27,999"
"XIAOMI Redmi Note 8, 6.3"", 4 GB + 128 GB (Dual SIM) - Blue","KSh 21,999","KSh 22,500"
"XIAOMI Redmi 9C - 6.53"", 64GB+3GB RAM, Dual SIM, 4G,Gray+ FREE 5D SCREEN PROTECTOR","KSh 13,999","KSh 26,000"
"XIAOMI Redmi Note 9 6.53"" , 3GB+64GB, -(5020mAh), 48MP - Green+4 FREE GIFTS","KSh 18,469","KSh 27,000"
"XIAOMI Redmi 9C, 6.53"" 3GB RAM + 64GB (Dual SIM), 13MP Camera, 4G - Blue + Free Gifts","KSh 13,000","KSh 15,000"
XIAOMI Youpin Gosund Smart Socket CP1 WiFi Version Timing,KSh 959,"KSh 1,918"
XIAOMI Redmi 9 4RAM 64GB 6.53 INCHES WATER DROP 5020Mah Sunset Purple,"KSh 16,500",
"XIAOMI Redmi 9  6.53""  4GB + 64GB ( Dual Sim) 4G LTE -  Ocean Green","KSh 16,500","KSh 19,000"
"XIAOMI Redmi 9 6.53"" 4GB + 64GB (Dual SIM) 4G LTE - Green","KSh 15,488","KSh 20,999"
XIAOMI Mijia Handheld Gimbal Stabilizer 3 Axis Smartphone,"KSh 9,381","KSh 18,762"
"XIAOMI Redmi Note 9 Pro, 6.67"", 128GB + 6GB RAM (Dual SIM), Interstellar Grey","KSh 27,899","KSh 45,000"
XIAOMI Redmi Note 8 Pro 64MP Camera 6GB+128GB 4500mAh Battery 6.53 Inch Smartphone - Black,"KSh 34,099","KSh 48,713"
XIAOMI Redmi 9 6.53 Inch 4GB 64GB 13.0MP Camera 4G LTE Smartphone - Green,"KSh 15,499","KSh 17,999"
"XIAOMI Redmi 9C, 6.53"", 3GB RAM + 64GB (Dual SIM), 13MP Camera, Sunrise Orange","KSh 14,995","KSh 20,000"
"XIAOMI Redmi Note 9 Pro 6.67"" 64MP 6GB 64GB 5020mAh Dual Sim 4G LTE Smartphone - Green","KSh 24,999","KSh 27,999"
"XIAOMI Redmi 9C 6.53"" 3GB RAM 64GB ROM 13.0MP 5000mAh Dual Sim 4G LTE -Sunrise Orange","KSh 12,700","KSh 16,599"
"XIAOMI Redmi 9 - 6.53"",4GB + 64GB (Dual SIM),4G LTE +FREE 5D SCREEN PROTECTOR- Purple","KSh 16,399","KSh 19,999"
XIAOMI Redmi Note8 Pro 6.53 Inch 6GB RAM 64G BROM 4500mAh -white,"KSh 23,740","KSh 30,862"
"XIAOMI Mi A1, 5.5"" (4GB RAM + 64GB ROM) Android One 4G Smartphone - BLACK","KSh 12,457","KSh 14,388"
"XIAOMI Redmi Note 9 Pro,6GB RAM+128GB,6.67"",(Dual SIM)+FREE 5D SCREEN PROTECTOR -Grey","KSh 28,999","KSh 54,500"
"XIAOMI Redmi Note 9 - 6.53"" - 64GB ROM + 3GB RAM - Dual SIM - Midnight Grey","KSh 20,140","KSh 25,000"
Htc Desire 10 Pro 4GB 64GB DualSIM 5.5Inches Rear Camera 20MP 4G Cellphone -Black,"KSh 11,900","KSh 15,900"
"Htc One M7 2GB RAM 32GB ROM 4.7"" 2300mAh 4G Smartphones - Silver","KSh 6,800","KSh 10,500"
Htc Desire 10 Pro 5.5Inch 4GB RAM 64GB ROM Dual SIM Rear Camera 20.0MP 4G  Cellphone,"KSh 12,525","KSh 16,900"
"Htc U11 5.5"" 4GB RAM 64GB ROM 4G LTE Mobile Phone Fingerprint Smartphone -Black","KSh 19,990","KSh 21,990"
"Htc Desire 10 Pro Dual-Sim Fingerprint 4GB 64GB Smartphones 5.5"" Mobile Phone -Black","KSh 11,900","KSh 16,900"
"Htc Desire 10 Pro 4+64GB Dual Sim Android 5.5"" Phone-Blue","KSh 11,500","KSh 18,000"
"Htc Desire 10 Pro 4+64GB Dual Sim Android 5.5"" Phone-Black","KSh 11,500","KSh 18,000"
"Htc Desire 10 Pro Dual-Sim Fingerprint 4GB 64GB Smartphones 5.5"" Mobile Phone -white","KSh 11,900","KSh 16,900"
Htc One M9 5.0 Inch 3GB RAM 32GB ROM Android Smart Phones-Gray,"KSh 10,500","KSh 18,000"
Htc Desire 10 Pro 5.5Inch 4GB RAM 64GB ROM Dual SIM Rear Camera 20.0MP 4G  Cellphone,"KSh 12,525","KSh 16,900"
"Htc U11 5.5"" 4GB RAM 64GB ROM 4G LTE Mobile Phone Fingerprint Smartphone -Blue","KSh 19,990","KSh 21,990"
"Htc 10 M10 4GB RAM 64GB ROM Android Mobile Phone 5.2"" Fingerprint -Black","KSh 15,900","KSh 16,900"
"Htc U11 5.5"" 4GB RAM 64GB 4G LTE Fingerprint Mobile Phone - Red","KSh 19,999","KSh 22,999"
"Htc Desire 10 Pro 4+64GB Dual Sim Android 5.5"" Phone-White","KSh 11,500","KSh 18,000"
Htc Desire 626 5.0 Inch Single Sim Card 2+16GB Android Smart Phones-Blue,"KSh 9,500","KSh 14,000"
"Htc U11 5.5"" 4GB RAM 64GB 4G LTE Fingerprint Mobile Phone - Blue","KSh 19,999","KSh 22,999"
"Htc 10 M10 4GB RAM 64GB ROM Android Mobile Phone 5.2"" Fingerprint -silver","KSh 15,900","KSh 16,900"
Htc One M8 5.0 Inch 2GB RAM 16GB ROM Android Smart Phones-Red,"KSh 8,800","KSh 14,000"
Htc Desire 10 Pro 5.5Inch 4GB RAM 64GB ROM Dual SIM Rear Camera 20.0MP 4G  Cellphone,"KSh 12,525","KSh 16,900"
Htc 10 M10 5.2 Inch 32GB 4GB 12.0MP LTE 4G Mobile Phone -Silver,"KSh 11,990","KSh 15,900"
"Htc 10 EVO 5.5"" 3GB+32GB 16.0MP Fingerprint Mobile Phone(Silver)","KSh 12,600","KSh 19,900"
"Htc 10 M10 4GB RAM 64GB ROM Android Mobile Phone 5.2"" Fingerprint -Gold","KSh 15,900","KSh 16,900"
"Htc Desire 626 5.0"" Single SIM 1GB+8GB - Blue","KSh 8,500","KSh 14,000"
"Htc Desire 826 Mobile Phone Dual SIM 4G LTE 5.5"" 2+16GB-Blue","KSh 10,500","KSh 15,000"
Htc Desire 626 5.0 Inch Single Sim Card 2+16GB Android Smart Phones-Black,"KSh 9,500","KSh 14,000"
Htc One M9 5.0 Inch 3GB RAM 32GB ROM Android Smart Phones-Gold,"KSh 13,100","KSh 18,000"
Htc One M8 16GB/32GB ROM 2GB RAM 4G LTE Mobile Phone - Silver,"KSh 8,900 - KSh 9,500","KSh 12,600 - KSh 13,000"
Htc One M8 5.0 Inch 2GB RAM 32GB ROM Android Smart Phones-Silver,"KSh 9,500","KSh 16,000"
"Htc M10 4+32GB ROM 5.2"" Android 6.0 Fingerprint 4G-LTE Phone-Black","KSh 11,500","KSh 18,000"
"Htc U11 5.5"" 4GB RAM 64GB ROM 4G LTE Mobile Phone Fingerprint Smartphone -Red","KSh 19,990","KSh 21,990"
"Htc Desire 820 5.5"" 4G LTE 2gb Ram 16gb Rom 13mp Touchscreen Android Cellphone-White","KSh 9,900","KSh 14,900"
Htc Desire 626 5.0 Inch Single Sim Card 1+8GB Android Smart Phones-Black,"KSh 8,500","KSh 14,000"
Htc One M8 5.0 Inch 2GB RAM 32GB ROM Android Smart Phones-Red,"KSh 9,500","KSh 16,000"
Htc M10 5.2 Inch 32GB ROM 4GB RAM 12.0MP LTE 4G Mobile Phone - Black,"KSh 11,900","KSh 15,900"
"Htc M10 4+32GB ROM 5.2"" Android 6.0 Fingerprint 4G-LTE Phone-Silver","KSh 11,500","KSh 18,000"
"Htc M10 4+32GB ROM 5.2"" Android 6.0 Fingerprint 4G-LTE Phone-Gold","KSh 13,350","KSh 18,000"
"Htc Desire 826 Mobile Phone Dual SIM 4G LTE 5.5"" 2+16GB-White","KSh 10,500","KSh 15,000"
"Htc ONE M9 Mobile Phones 32GB 3GB 5.0"" 20MP Lte Smartphones -Silver","KSh 10,500","KSh 15,500"
Htc 10 M10 5.2 Inch 32GB 4GB 12.0MP LTE 4G Mobile Phone -Black,"KSh 11,990","KSh 15,900"
Htc 10 M10 5.2 Inch 32GB 4GB 12.0MP LTE 4G Mobile Phone -Gold,"KSh 11,990","KSh 15,900"
"Sony Xperia XZ F8331 3GB RAM 32GB ROM GSM 4G LTE Android Quad Core 5.2"" IPS 23MP WIFI Fingerprint GPS Phone(Pink)","KSh 14,200","KSh 23,350"
Sony Xperia Z3 Mini D5803 Mobile Phone(Black),"KSh 10,329","KSh 12,990"
"Sony Xperia XZ1 4G RAM 64G ROM 5.2"" Fingerprint 19MP LTE - Silver","KSh 19,990","KSh 20,990"
"Sony Xperia XZ 5.2"" 3GB RAM 32GB 23MP LTE Fingerprint -Blue","KSh 13,900","KSh 17,500"
"Sony Xperia XZ1 4G RAM 64G ROM 5.2"" Fingerprint 19MP LTE - Black","KSh 19,990","KSh 20,990"
Sony Xperia Z5 E6653 Mobile Phone(Black),"KSh 13,455","KSh 18,990"
"Sony Xperia XZ F8331 4G LTE 3GB+32GB Quad Core 5.2"" 23.0MP Fingerprint Used Mobile Phone (Black)","KSh 14,200","KSh 27,900"
"Sony Xperia XA2 5.2"" Octa Core 32G ROM 3G RAM Android 8.0 Used Mobile Phone (Black)","KSh 16,900","KSh 27,900"
Sony Xperia XA1 32GB ROM 3GB RAM 5 Inch 23MP 4G LTE Phone -White,"KSh 9,999","KSh 10,999"
"Sony Xperia XZ Premium Mobile Phone 5.5"" 4G+64G 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Silver)","KSh 34,400","KSh 53,434"
"Sony Xperia Z3 D6603 5.2"" - 16GB - 3GB - 4G LTE - 20MP Camera - Black","KSh 10,060","KSh 20,000"
Sony Xperia Z5 RAM 3GB ROM 32GB 4G LTE 5.2 Inch 23MP -Black,"KSh 11,900","KSh 12,900"
"Sony Xperia Z L36H C6603 Quad-Core 5.0"" 13.0MP 2GB 16GB Refurbished Smartphone(White)","KSh 7,100","KSh 8,900"
"Sony Xperia L1 G3311 5.5"" 2GB+16GB Used Mobile Phone(Black)","KSh 9,100","KSh 18,900"
"Sony Xperia Z5 E6683 Dual SIM 5.2"" 4G LTE Android Octa Core 3GB 32GB 23.0MP Used Mobile Phone(White)","KSh 15,900","KSh 23,834"
"Sony Xperia XA1 Ultra 6.0"" Smartphone LTE Android 4GB 32GB  Mobile Phone -Black","KSh 15,600","KSh 19,900"
Sony Xperia XA1 32GB 3GB 5.0 Android 23MP 4G LTE Mobile Phone SmartPhone -White,"KSh 9,999","KSh 11,999"
"Sony Xperia XA1 Ultra 6.0"" Smartphone LTE Android 4GB 32GB  Mobile Phone -Pink","KSh 15,600","KSh 19,900"
"Sony Xperia XZ2 H8296 RAM 6GB ROM 64GB 5.7"" Android Cellphone Octa Core Fingerprint Smartphone(Silver)","KSh 43,200","KSh 65,134"
"Sony Xperia XA2 5.2"" 3GB RAM 32GB 23MP 4G LTE Mobile Phone -White","KSh 17,900","KSh 18,900"
"Sony Xperia XA2 5.2"" 3GB RAM 32GB 23MP 4G LTE Mobile Phone -Black","KSh 17,900","KSh 18,900"
"Sony Xperia XZ Premium Mobile Phone 5.5"" 4G+64G 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Black)","KSh 34,400","KSh 53,434"
"Sony Xperia Z5 Compact E5823 2GB+32GB Android Quad-Core 4.6"" 23.0MP GSM Used Mobile Phone(White)","KSh 13,500","KSh 20,900"
"Sony Xperia Z L36H C6603 Quad-Core 5.0"" 13.0MP 2GB 16GB NFC Uesd Smartphone(White)","KSh 7,100","KSh 8,900"
"Sony Z5 Premium E6883 5.5"" Dual SIM 3GB+32GB Octa Core 23.0MP 4G Smartphone(Pink)","KSh 19,200","KSh 30,467"
"Sony Xperia Z2 D6503 4G LTE 3GB+16GB Android 5.2"" 20MP Uesd Mobile Phone(Black)","KSh 9,400","KSh 12,900"
"Sony Xperia Z1 L39H C6903 4G Android Quad-Core 2GB 16GB 5.0"" 20MP Uesd Mobile Phone(Black)","KSh 8,900","KSh 9,900"
Sony Xperia Z5 E6653 Single SIM Mobile Phone 3GB 32GB Octa Core 5.2 Inch 23MP Camera Smartphone(Green),"KSh 12,500","KSh 19,834"
"Sony Xperia Z2 D6503 4G LTE 3GB+16GB Android 5.2"" 20MP Uesd Mobile Phone(Purple)","KSh 9,400","KSh 12,900"
"Sony Xperia Z2 D6503 4G LTE 3GB+16GB Android 5.2"" 20MP Uesd Mobile Phone(White)","KSh 9,400","KSh 12,900"
"Sony Xperia Z5 E6683 Dual SIM 5.2"" 4G LTE Android Octa Core 3GB 32GB 23.0MP Used Mobile Phone(White)","KSh 15,900","KSh 23,834"
"Sony Xperia Z1 L39H C6903 4G Android Quad-Core 2GB 16GB 5.0"" 20MP Uesd Mobile Phone(White)","KSh 8,900","KSh 9,900"
"Sony Xperia Z5 E6683 Dual SIM 5.2"" 4G LTE Android Octa Core 3GB 32GB 23.0MP Used Mobile Phone(Gold)","KSh 15,900","KSh 23,834"
"Sony Xperia XZ F8331 4G LTE 3GB+32GB Quad Core 5.2"" 23.0MP Fingerprint Used Mobile Phone (Blue)","KSh 14,200","KSh 27,900"
Sony Xperia Z2 D6503 Refurbished Smartphone (Purple),"KSh 10,459","KSh 12,990"
"Sony Xperia Z1 L39H C6903 4G Android Quad-Core 2GB 16GB 5.0"" 20MP Uesd Mobile Phone(Purple)","KSh 8,900","KSh 9,900"
"Sony Xperia Z5 E6683 Dual SIM 5.2"" 4G LTE Android Octa Core 3GB 32GB 23.0MP Used Mobile Phone(Black)","KSh 15,900","KSh 23,834"
Sony Xperia Z5 E6653 Single SIM Mobile Phone 3GB 32GB Octa Core 5.2 Inch 23MP Camera Smartphone(White),"KSh 12,500","KSh 19,834"
"Sony Xperia Z5 E6683 Dual SIM 5.2"" 4G LTE Android Octa Core 3GB 32GB 23.0MP Used Mobile Phone(Black)","KSh 15,900","KSh 23,834"
"Sony Xperia XZ Premium Mobile Phone 5.5"" 4G+64G 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Red)","KSh 34,400","KSh 53,434"
Motorola RAZR2 V9 - Black,"KSh 7,900","KSh 12,500"
Motorola RAZR V3i Feature Phone - Gold,"KSh 5,400","KSh 5,775"
"Cubot P30, 6.3 Inch, 4 GB + 64 GB, (Dual SIM) Triple Camera - Blue","KSh 11,200","KSh 19,999"
"Cubot P40, 6.2 Inch, 4GB + 128GB, (Dual SIM) Quad Camera Android 10 20MP Selfie- Blue","KSh 12,750","KSh 13,750"
"Cubot P40, 6.2"", 4GB + 128GB, (Dual SIM) Quad Camera Android 10 NFC 20MP Selfie- Green","KSh 13,090","KSh 13,750"
"Cubot X19, 5.93 Inch, 4 GB RAM + 64 GB, (Dual SIM) - Black","KSh 9,900","KSh 10,999"
"Cubot Note 7, 5.5 Inches,4G LTE,2GB + 16GB,3100mAh  (Dual SIM),Triple Camera -Green","KSh 7,150","KSh 8,250"
"Cubot R15 Pro - 6.26"" - 3 GB + 32 GB -Stock Android 9.0 - (Dual SIM) - Black","KSh 8,800","KSh 9,999"
"Cubot Note 7, 5.5 Inches,4G LTE,2GB + 16GB,3100mAh  (Dual SIM),Triple Camera -Red","KSh 6,999","KSh 8,250"
"Cubot Note 7, 5.5 Inches,4G LTE,2GB + 16GB,3100mAh  (Dual SIM),Triple Camera -Blue","KSh 7,150","KSh 8,250"
"Cubot Note 7, 5.5 Inches,4G LTE,2GB + 16GB,3100mAh  (Dual SIM),Triple Camera -Black","KSh 7,150","KSh 8,250"
"Cubot KingKong 5.0"" (2GB+16GB) 8MP+13MP Smartphone -Black","KSh 7,500","KSh 12,999"
"Cubot X19, 5.93"", 4GB RAM + 32GB ROM, Android 9.0, 4000mAh - Black","KSh 11,000","KSh 12,705"
"Cubot P30, 4G, 6.3"", 4GB RAM + 64GB ROM, Android 9.0, Face ID - GREEN","KSh 13,429","KSh 15,510"
"Cubot Quest Lite - 5.0"" - 3GB+32GB - Dual SIM - 3000mAh - Black","KSh 10,450","KSh 11,999"
"Cubot X19, 5.93"", 4GB RAM + 32GB ROM, Android 9.0, 4000mAh - Purple","KSh 11,000","KSh 12,705"
Cubot Protective Phone Cover Lightweight Fashion Bumper,KSh 517,"KSh 1,034"
"Cubot P30, 4G, 6.3"", 4GB RAM + 64GB ROM, Android 9.0, Face ID - Blue","KSh 13,429","KSh 15,510"
Cubot J3 3G Smartphone Face ID 16GB ROM 1GB RAM MT6580,"KSh 7,696","KSh 15,392"
Cubot Ultra-thin Amazing 9H Tempered Glass Screen,KSh 217,KSh 360
Cubot P20 4G Phablet 6.18 inch Android 8.0 MTK6750T Octa Core 4GB RAM 64GB ROM - BLUE,"KSh 17,998","KSh 24,000"
"Cubot Dinosaur Smartphone 4G FDD-LTE 5.5"" HD IPS Screen","KSh 13,918","KSh 27,836"
Cubot J3 3G Smartphone Face ID 16GB ROM 1GB RAM MT6580,"KSh 10,767","KSh 21,534"
Cubot R11 3G WCDMA Fingerprint All Screen Mobile Phone,"KSh 11,653","KSh 23,306"
"Cubot P30, 6.3 Inch, 4GB RAM 64GB ROM, Android 9.0, 4000mAh, Face ID - GREEN","KSh 13,429","KSh 15,510"
Cubot J3 3G Smartphone Face ID 16GB ROM 1GB RAM MT6580,"KSh 7,696","KSh 15,392"
Cubot P20 - 4G Smartphone 6.18” FHD 4GB+ 64GB 4000mAh Android 8.0 Fingerprint,"KSh 10,124","KSh 16,060"
"Cubot H1 5.5"" HD 1280*720 IPS Android 5.1 5200mAh Battery","KSh 19,945","KSh 39,890"
"Cubot P30, 6.3 Inch, 4GB RAM 64GB ROM, Android 9.0, 4000mAh, Face ID - Blue","KSh 13,429","KSh 15,510"
Cubot R11 3G WCDMA Fingerprint All Screen Mobile Phone,"KSh 11,653","KSh 23,306"
Cubot J3 3G Smartphone Face ID 16GB ROM 1GB RAM MT6580,"KSh 7,417","KSh 9,642"
Cubot J3 3G Smartphone Face ID 16GB ROM 1GB RAM MT6580,"KSh 10,767","KSh 21,534"
Cubot Shell Case Protective Back Cover Ultrathin,KSh 150,KSh 300
Cubot Protective Phone Cover Lightweight Fashion Bumper,KSh 517,"KSh 1,034"
"Cubot X17 S 4G LTE Smartphone 5.0"" FHD 1080*1920pixel","KSh 20,408","KSh 40,816"
Cubot Shell Case Protective Back Cover Ultrathin,KSh 97,KSh 194
"Cubot X17 S 4G LTE Smartphone 5.0"" FHD 1080*1920pixel","KSh 20,408","KSh 40,816"
Cubot R11 3G WCDMA Fingerprint All Screen Mobile Phone,"KSh 11,559","KSh 23,118"
Cubot J3 3G Smartphone Face ID 16GB ROM 1GB RAM MT6580,"KSh 8,740","KSh 9,711"
Cubot Shell Case Protective Back Cover Ultrathin,KSh 109,KSh 217
Cubot Ultra-thin Amazing 9H Tempered Glass Screen,KSh 353,KSh 446
"Cubot X19, 5.93"", 4GB RAM + 32GB ROM, Android 9.0, 4000mAh - Black","KSh 11,000","KSh 12,705"
Apple IPhone5S 4.0-Inch 1G+32G 8MP 4G LTE Smartphone–Gold,"KSh 19,790","KSh 42,990"
Apple IPhone5S 4.0-Inch 1G+32G 8MP 4G LTE Smartphone–Grey,"KSh 19,790","KSh 42,990"
Apple IPhone5S 4.0-Inch 1G+16G 8MP 4G LTE Smartphone– Silver,"KSh 13,990","KSh 39,500"
Apple IPhone5S 4.0-Inch 1G+64G 8MP 4G LTE Smartphone– Silver,"KSh 20,999","KSh 49,500"
Apple IPhone5S 4.0-Inch 1G+64G 8MP 4G LTE Smartphone– Silver,"KSh 20,999","KSh 49,500"
Apple IPhone5S 4.0-Inch 1G+64G 8MP 4G LTE Smartphone–Gold,"KSh 20,999","KSh 49,500"
Apple IPhone5S 4.0-Inch 1G+64G 8MP 4G LTE Smartphone–Gold,"KSh 20,999","KSh 49,500"
Apple IPhone5S 4.0-Inch 1G+64G 8MP 4G LTE Smartphone–Grey,"KSh 20,999","KSh 49,500"
Apple IPhone5S 4.0-Inch 1G+32G 8MP 4G LTE Smartphone–Grey,"KSh 19,790","KSh 42,990"
Apple IPhone5S 4.0-Inch 1G+32G 8MP 4G LTE Smartphone–Gold,"KSh 19,790","KSh 42,990"
Apple IPhone 6 4.7-Inch 1G+16G  8MP 4G LTE Smartphone–Gold,"KSh 16,000","KSh 27,500"
Apple IPhone 6 4.7-Inch 1G+16G 8MP 4G LTE Smartphone HD–Grey,"KSh 21,980","KSh 77,500"
Apple iPhone 6s 4.7'' -2GB+16GB-12MP-Single SIM-4G LTE-Rose Gold,"KSh 29,999","KSh 39,999"
Apple iPhone 6s 4.7'' -2GB+16GB-RAM -12MP- Single SIM- 4G LTE-Gold,"KSh 29,999","KSh 39,999"
Apple iPhone 6s 4.7'' -2GB+16GB-12MP-Single SIM-4G LTE-Rose Gold,"KSh 29,999","KSh 39,999"
Apple IPhone 6S Plus 5.5-Inch 2G+32G 12MP Smartphone 4G LTE–Grey,"KSh 59,999",
Apple iPhone 6s 4.7'' -2GB+16GB-RAM -12MP- Single SIM- 4G LTE-Gold,"KSh 39,999",
Apple IPhone 6S Plus 5.5-Inch 2G+128G 12MP Smartphone 4G LTE–Gold,"KSh 59,999",
Apple IPhone 6S Plus 5.5-Inch 2G+16G 12MP Smartphone 4G LTE–Gold,"KSh 36,990","KSh 59,999"
Apple iPhone 6s 4.7'' -2GB+64GB-12MP-Single SIM-4G LTE-Rose Gold,"KSh 32,990","KSh 49,999"
Apple Iphone 5C 4.0-Inch 16GB+1GB 4G LTE 8MP Smartphone-Blue,"KSh 29,990",
Apple IPhone 6S Plus 5.5-Inch 2G+16G 12MP Smartphone 4G LTE–Gold,"KSh 36,990","KSh 59,999"
Apple iPhone 6s 4.7'' -2GB+64GB-RAM -12MP- Single SIM- 4G LTE-Gold,"KSh 34,990","KSh 59,999"
"Apple Refurbished iPhone 5S  4"" 1GB+32GB 8MP Single SIM Gold","KSh 8,999","KSh 15,999"
"Apple Refurbished iPhone 5S  4"" 1GB+32GB 8MP Single SIM Silver","KSh 15,000",
Apple iPhone 7 - 128GB - 2GB RAM - 12MP Camera - Single SIM - 4G/LTE - Black,"KSh 34,899","KSh 45,000"
Apple IPhone 6Plus 5.5-Inch 1G+64G  8MP Smartphone–Silver,"KSh 19,800","KSh 76,500"
Apple IPhone 6Plus 5.5-Inch  1G+16G  8MP Smartphone–Gold,"KSh 17,000","KSh 20,500"
Apple iPhone 4S -3.5'' - 16GB+512MB RAM - Single SIM - Black,"KSh 4,250","KSh 8,600"
Cubot Protective Phone Cover Lightweight Fashion Bumper,KSh 377,KSh 754
Cubot X20 Pro 4G Phablet 6.3 inch 6GB RAM 128GB ROM-Ocean Blue,"KSh 20,480","KSh 26,624"
Cubot Ultra-thin Amazing 9H Tempered Glass Screen,KSh 454,KSh 805
Cubot Ultra-thin Amazing 9H Tempered Glass Screen,KSh 450,KSh 805
Cubot P30 4G Phablet 6.3 inch 4GB RAM 64GB ROM 4000mAh-SEA GREEN,"KSh 14,810","KSh 19,253"
Cubot Ultra-thin Amazing 9H Tempered Glass Screen,KSh 445,KSh 805
Huawei Nova 3e Octa Core 5.84Inch FHD 4+64G/128G 16MP+24MP Camera Dual Sim,"KSh 39,898",
Huawei Honor 5C 5.2 inch Android Smartphone 2GB RAM 16GB ROM -Grey,"KSh 10,830","KSh 13,920"
"Huawei Y6s, 6.09"", 64GB + 3GB RAM (Dual SIM), 3020mAh, Blue, FREE OTG","KSh 12,699",
Huawei Enjoy 7S Octa-Core 5.65inch HD 3G+32G 13MP+8MP+2MP Camera Dual Sim,"KSh 26,250",
